userid,age,occupation,gender
427565,34,college/grad student,M
67571,31,sales/marketing,M
221553,34,executive/managerial,M
169142,26,self-employed,M
119577,25,retired,F
223171,28,scientist,M
385889,26,programmer,M
125453,26,college/grad student,F
83566,32,executive/managerial,M
327404,26,scientist,M
93560,31,self-employed,F
15511,27,college/grad student,F
372225,32,scientist,M
188513,28,college/grad student,M
345678,31,sales/marketing,M
372850,30,executive/managerial,M
241799,26,programmer,M
100445,34,college/grad student,M
209719,39,sales/marketing,M
54043,18,K-12 student,M
426082,32,self-employed,M
411613,33,executive/managerial,M
33704,32,executive/managerial,M
370140,27,college/grad student,M
361567,25,other or not specified,F
326719,29,executive/managerial,M
404038,31,college/grad student,M
162471,21,sales/marketing,M
347528,38,executive/managerial,M
208873,27,sales/marketing,M
245679,33,self-employed,M
109875,28,college/grad student,M
90042,25,self-employed,M
247023,33,tradesman/craftsman,M
428271,30,other or not specified,M
281913,40,college/grad student,M
228000,30,executive/managerial,M
298528,22,sales/marketing,M
67253,28,artist,M
442239,19,college/grad student,M
419094,28,executive/managerial,M
360387,30,college/grad student,M
375868,21,self-employed,F
27158,29,other or not specified,M
226048,27,executive/managerial,M
74217,21,college/grad student,M
45506,30,executive/managerial,M
180230,26,college/grad student,M
398768,25,clerical/admin,M
192059,67,retired,F
382998,32,homemaker,M
182185,33,homemaker,M
53052,31,executive/managerial,M
180245,85,executive/managerial,M
91137,32,clerical/admin,M
76531,18,K-12 student,F
7140,27,executive/managerial,M
263696,34,scientist,M
213909,32,executive/managerial,M
404915,29,artist,F
366356,9,scientist,M
199628,23,college/grad student,F
340640,25,executive/managerial,M
148856,30,college/grad student,M
383032,28,sales/marketing,M
208160,30,college/grad student,M
171597,25,academic/educator,M
379753,33,academic/educator,F
352911,34,college/grad student,M
31475,25,college/grad student,M
224940,26,executive/managerial,M
264820,30,executive/managerial,M
100791,30,sales/marketing,M
147371,30,college/grad student,M
403578,32,scientist,F
359858,33,technician/engineer,M
358410,26,other or not specified,M
381421,25,scientist,M
261091,33,college/grad student,M
392503,27,college/grad student,M
112840,34,scientist,M
411206,29,executive/managerial,M
305851,21,sales/marketing,M
282628,29,college/grad student,M
231335,33,sales/marketing,M
13293,28,sales/marketing,M
433385,28,scientist,M
134112,50,executive/managerial,M
139659,29,self-employed,F
352051,28,scientist,M
210543,28,technician/engineer,M
64679,25,college/grad student,M
242667,30,college/grad student,M
245699,32,self-employed,M
304919,34,scientist,M
18627,22,artist,F
367862,33,clerical/admin,M
288756,19,sales/marketing,M
123455,28,executive/managerial,M
361016,32,college/grad student,M
440624,34,executive/managerial,M
158071,33,executive/managerial,M
213002,32,college/grad student,M
230578,25,college/grad student,M
250279,27,executive/managerial,M
303833,33,executive/managerial,M
283454,33,college/grad student,M
390886,13,K-12 student,F
381840,33,college/grad student,F
240534,28,executive/managerial,M
70840,26,academic/educator,M
242722,33,scientist,M
43289,14,K-12 student,M
279492,27,other or not specified,M
184538,31,college/grad student,M
285258,33,college/grad student,M
99925,25,K-12 student,M
386491,33,other or not specified,M
21254,31,executive/managerial,M
96144,23,sales/marketing,F
169066,8,college/grad student,M
217343,25,sales/marketing,M
136931,27,scientist,M
262624,30,executive/managerial,M
234288,28,college/grad student,M
308754,69,retired,F
324056,32,college/grad student,M
382701,33,executive/managerial,M
360787,34,sales/marketing,M
61387,32,college/grad student,M
74790,29,other or not specified,M
20933,27,technician/engineer,M
289774,28,K-12 student,M
231357,18,sales/marketing,M
337771,31,executive/managerial,M
218160,31,executive/managerial,M
74364,34,executive/managerial,M
303296,41,academic/educator,M
245077,31,college/grad student,M
315094,29,college/grad student,M
227058,26,scientist,M
151760,27,self-employed,M
5428,28,executive/managerial,M
385944,28,college/grad student,M
166122,32,college/grad student,M
374404,44,executive/managerial,M
100704,25,executive/managerial,M
101368,27,sales/marketing,M
7240,29,other or not specified,M
132295,33,sales/marketing,M
312031,25,college/grad student,M
207303,30,other or not specified,M
285935,30,college/grad student,M
213719,25,homemaker,M
63574,36,artist,M
256370,25,college/grad student,M
211832,32,other or not specified,M
261397,18,K-12 student,F
159343,31,executive/managerial,M
352387,33,college/grad student,M
202066,29,other or not specified,M
357297,49,college/grad student,M
284884,32,scientist,F
321094,28,college/grad student,M
88752,25,other or not specified,M
342468,33,scientist,F
376209,61,retired,F
253688,25,college/grad student,M
342058,30,college/grad student,M
397682,33,college/grad student,M
147823,25,executive/managerial,M
301677,29,self-employed,M
171917,69,other or not specified,M
255828,33,sales/marketing,M
235188,33,executive/managerial,M
201238,32,college/grad student,M
59286,28,college/grad student,F
426261,31,other or not specified,F
75882,30,executive/managerial,M
224381,53,scientist,M
406533,30,executive/managerial,M
396265,15,sales/marketing,M
277284,31,executive/managerial,M
91694,25,college/grad student,F
140706,28,self-employed,M
171629,33,retired,M
429145,34,executive/managerial,M
197739,33,executive/managerial,M
85799,28,self-employed,F
171078,27,executive/managerial,M
303161,12,artist,M
411128,29,college/grad student,M
158882,33,sales/marketing,M
226005,31,self-employed,M
16418,33,other or not specified,M
442002,27,college/grad student,F
17163,25,clerical/admin,M
135614,32,other or not specified,F
342494,29,executive/managerial,M
394214,59,retired,F
157587,26,executive/managerial,M
149950,46,self-employed,F
156149,26,homemaker,M
386390,39,sales/marketing,M
145685,52,clerical/admin,F
218784,32,executive/managerial,M
88007,33,technician/engineer,M
356731,33,college/grad student,M
427679,34,scientist,M
29487,18,scientist,M
122926,34,college/grad student,M
410064,30,executive/managerial,M
74961,52,other or not specified,F
140849,33,sales/marketing,M
290505,27,other or not specified,M
176004,33,academic/educator,M
147253,27,executive/managerial,M
199868,29,college/grad student,M
166375,28,artist,M
93534,33,other or not specified,M
210819,31,sales/marketing,F
192829,32,other or not specified,M
27407,27,college/grad student,M
406262,32,college/grad student,M
330766,25,scientist,M
264677,31,sales/marketing,M
276859,33,sales/marketing,F
209188,27,executive/managerial,M
186422,29,retired,M
342755,32,college/grad student,M
207943,26,technician/engineer,M
93165,25,other or not specified,M
333953,38,executive/managerial,M
272155,26,sales/marketing,M
252204,26,college/grad student,M
420661,28,other or not specified,M
321051,34,executive/managerial,M
115,34,college/grad student,M
234116,34,artist,M
381923,31,executive/managerial,M
355642,32,sales/marketing,F
86867,21,scientist,M
268048,33,college/grad student,M
24567,26,college/grad student,M
147911,29,academic/educator,F
37,32,executive/managerial,M
401412,36,homemaker,F
1110,26,programmer,M
396777,23,sales/marketing,M
52053,25,scientist,M
127368,25,self-employed,M
30572,27,technician/engineer,M
139804,29,executive/managerial,M
125045,51,other or not specified,M
25396,27,self-employed,M
180097,55,other or not specified,M
124696,25,executive/managerial,M
191383,23,sales/marketing,F
274358,26,college/grad student,F
72221,29,self-employed,M
160124,30,college/grad student,M
311231,18,tradesman/craftsman,M
299961,30,college/grad student,M
336456,34,executive/managerial,M
289572,25,sales/marketing,M
162798,25,retired,F
81768,27,college/grad student,M
145716,28,college/grad student,M
382955,27,college/grad student,M
276934,26,self-employed,M
4044,28,sales/marketing,F
308156,31,executive/managerial,M
33149,26,scientist,M
295988,29,artist,M
302698,28,self-employed,F
102443,31,executive/managerial,M
114201,32,academic/educator,F
353644,26,other or not specified,M
419478,23,college/grad student,M
164099,29,college/grad student,M
50660,25,clerical/admin,F
436715,27,sales/marketing,M
402259,29,sales/marketing,M
170784,28,scientist,M
60419,27,scientist,F
74493,34,executive/managerial,M
300572,34,executive/managerial,F
34079,24,sales/marketing,M
49689,32,executive/managerial,M
126406,26,college/grad student,M
8662,28,other or not specified,F
232512,32,executive/managerial,M
291372,30,executive/managerial,M
136790,31,college/grad student,M
203911,34,sales/marketing,M
153371,34,college/grad student,M
119736,34,college/grad student,M
210783,29,sales/marketing,M
407962,32,executive/managerial,M
162734,27,academic/educator,F
26813,29,college/grad student,M
370999,24,self-employed,M
353686,26,executive/managerial,M
247286,22,scientist,M
431849,30,self-employed,M
44351,27,programmer,M
261707,89,retired,F
202918,28,self-employed,M
86965,33,college/grad student,M
369100,26,college/grad student,M
295580,27,tradesman/craftsman,M
138359,25,executive/managerial,M
276633,28,executive/managerial,M
145628,18,sales/marketing,M
241081,28,executive/managerial,M
111102,34,sales/marketing,M
118038,28,sales/marketing,M
239746,26,sales/marketing,M
219626,27,college/grad student,M
166985,32,executive/managerial,F
68899,26,executive/managerial,M
87572,32,scientist,M
291264,38,writer,M
182537,28,executive/managerial,F
91770,29,executive/managerial,M
287620,34,scientist,M
362847,33,sales/marketing,F
368085,27,K-12 student,M
153425,26,college/grad student,M
46371,32,executive/managerial,M
413945,31,executive/managerial,M
74758,30,unemployed,M
197243,29,scientist,M
173662,26,other or not specified,M
102627,25,sales/marketing,F
120831,33,college/grad student,M
425727,31,executive/managerial,M
395951,34,executive/managerial,M
86747,31,college/grad student,F
376501,32,K-12 student,M
360724,34,sales/marketing,M
273521,30,college/grad student,M
37856,25,executive/managerial,M
427449,26,executive/managerial,M
247519,31,college/grad student,M
304263,25,college/grad student,M
391465,40,college/grad student,F
102169,43,other or not specified,M
275195,26,sales/marketing,M
249225,29,sales/marketing,M
61269,31,sales/marketing,M
328362,33,self-employed,M
367717,28,self-employed,F
271578,29,other or not specified,M
204159,34,homemaker,M
417895,33,other or not specified,M
128191,28,self-employed,F
436314,34,executive/managerial,M
220532,30,executive/managerial,M
62338,33,executive/managerial,M
33747,26,college/grad student,F
48786,30,executive/managerial,M
81072,79,retired,M
148669,32,scientist,M
90026,28,college/grad student,M
246939,30,writer,M
201776,30,executive/managerial,F
250685,25,college/grad student,M
273747,32,homemaker,M
150987,30,college/grad student,M
88426,30,self-employed,M
238867,30,sales/marketing,M
25692,32,scientist,M
319546,31,executive/managerial,M
257011,25,executive/managerial,M
195498,32,scientist,M
47725,29,college/grad student,F
141859,27,college/grad student,M
27365,28,sales/marketing,M
117422,34,executive/managerial,M
158062,32,sales/marketing,M
232315,26,other or not specified,M
144090,18,K-12 student,F
155892,32,college/grad student,M
236309,68,retired,F
247375,27,scientist,M
434650,34,programmer,M
416933,22,sales/marketing,M
55742,28,executive/managerial,M
338501,21,K-12 student,M
94673,33,homemaker,M
307294,18,sales/marketing,F
286737,27,college/grad student,M
256172,28,executive/managerial,M
285752,29,executive/managerial,M
298523,32,scientist,M
105438,27,college/grad student,M
51122,31,self-employed,M
172373,34,homemaker,M
210712,30,college/grad student,M
261683,29,executive/managerial,M
163686,29,college/grad student,F
360731,31,executive/managerial,M
12382,24,sales/marketing,M
84333,33,self-employed,M
119449,26,clerical/admin,F
145481,30,college/grad student,M
56360,27,scientist,M
143132,27,sales/marketing,M
380272,34,executive/managerial,M
293324,25,sales/marketing,M
