movieid,genres,belongs_to_collection,popularity,vote_average
the+mad+adventures+of+rabbi+jacob+1973,35,0,7.18207,7.1
the+robber+2010,18,0,1.824255,6.7
spirited+away+2001,14,0,41.048867,8.3
rugrats+in+paris+the+movie+2000,12,1,5.568359,6.0
fugitive+pieces+2007,18,0,1.048087,6.5
the+rules+of+attraction+2002,35,0,6.781935,6.3
as+above_+so+below+2014,27,0,10.846585,6.1
the+killings+at+outpost+zeta+1980,27,0,0.000603,5.0
days+of+darkness+2007,28,0,1.436085,5.0
crook+2004,35,0,1.151656,6.4
zatoichi+2003,12,0,6.428263,7.3
riki-oh+the+story+of+ricky+1991,35,0,4.288435,6.8
presto+2008,16,0,8.563861,8.0
blow+job+1964,0,0,0.393037,3.8
mon+oncle+antoine+1971,35,0,0.007963,8.2
monty+python+and+the+holy+grail+1975,12,0,10.43389,7.8
abcs+of+death+2+2014,27,1,8.254856,5.5
dogtooth+2009,18,0,17.713581,6.9
a+man+of+no+importance+1994,35,0,0.406113,6.5
a+most+violent+year+2014,80,0,17.187708,6.5
the+mysterious+geographic+explorations+of+jasper+morello+2005,12,0,0.688867,7.4
the+bank+dick+1940,35,0,1.423358,6.8
presto+2008,16,0,8.563861,8.0
the+ballad+of+narayama+1983,18,0,1.925839,7.1
die+hard+1988,28,1,16.640522,7.5
my+best+friend+2006,35,0,7.37236,6.1
gladiator+2000,28,0,23.186667,7.9
the+weeping+meadow+2004,10749,0,1.249402,7.3
the+flame+and+the+arrow+1950,12,0,1.180546,6.4
max+dugan+returns+1983,35,0,1.737488,6.3
oldboy+2003,18,1,10.616859,8.0
ping+pong+playa+2007,35,0,0.841644,6.0
live+free+or+die+hard+2007,28,1,14.886039,6.4
sleeping+beauty+1959,14,0,14.276169,6.8
the+unknown+1927,18,1,1.48162,7.6
dragon+day+2013,18,0,1.439026,3.2
winchester+73+1950,37,0,6.275958,7.5
the+naked+face+1984,53,0,1.136892,5.7
girls+just+want+to+have+fun+1985,35,0,3.753097,6.5
the+chase+1994,35,0,14.362544,5.6
scarface+1983,28,0,11.299673,8.0
harry+potter+and+the+goblet+of+fire+2005,12,1,24.903058,7.5
coraline+2009,16,0,16.639915,7.3
outrage+2010,28,1,6.355452,6.7
smiling+fish++goat+on+fire+1999,35,0,0.071495,7.0
the+great+gatsby+2013,18,0,17.598936,7.3
the+celebration+1998,18,0,6.064954,7.7
a+very+social+secretary+2005,18,0,0.659644,6.0
silent+sonata+2011,10752,0,0.080811,8.5
girls+gone+dead+2012,27,0,2.181036,3.5
entranced+earth+1967,18,0,1.518475,6.3
goodfellas+1990,18,0,15.424092,8.2
the+big+year+2011,35,0,10.267905,5.6
onibi+the+fire+within+1997,53,1,1.035742,5.2
the+ice+storm+1997,18,0,7.146352,6.9
the+goonies+1985,12,0,14.280703,7.4
gone+girl+2014,9648,0,154.801009,7.9
the+shepherd+of+the+hills+1941,37,0,0.977858,6.3
incendies+2010,18,0,8.596012,7.9
the+x+from+outer+space+1967,878,0,0.368482,4.4
perfect+stranger+2007,80,0,9.925255,5.4
the+lavender+hill+mob+1951,35,0,4.546546,7.3
good+copy+bad+copy+2007,99,0,0.400687,7.2
the+detective+2+2011,28,1,0.74913,6.5
wreck-it+ralph+2012,10751,1,13.697597,7.1
the+bridge+1959,18,0,2.288764,7.6
the+wings+of+the+dove+1997,18,0,3.377578,6.9
se7en+1995,80,0,18.45743,8.1
only+the+strong+survive+2002,99,0,0.317166,7.0
the+last+of+the+unjust+2013,99,0,1.188118,6.4
akira+1988,878,0,10.888917,7.8
summer+of+the+monkeys+1998,10751,0,0.402235,5.7
playmobil+the+secret+of+pirate+island+2009,28,0,0.014168,0.0
living+with+michael+jackson+a+tonight+special+2003,99,0,0.282701,1.0
terminator+2+judgment+day+1991,28,1,22.661695,7.7
noel+2004,18,0,3.100853,5.7
north+by+northwest+1959,9648,0,12.410427,7.8
for+the+bible+tells+me+so+2007,99,0,1.032566,6.9
i+saw+the+sun+2009,18,0,0.82448,6.7
dirkie+-+lost+in+the+desert+1969,12,0,0.422408,5.8
skippy+1931,18,0,0.360311,3.3
iron+man+2008,28,1,22.073099,7.4
iron+man+3+2013,28,1,23.721243,6.8
kingsman+the+secret+service+2015,80,1,28.224212,7.6
labyrinth+1986,12,0,13.009688,7.1
despicable+me+2+2013,16,1,24.82355,7.0
apnea+2010,53,0,0.077316,4.5
kilometre+zero+2005,18,0,0.245309,5.8
independence+day+1996,28,1,17.634197,6.7
alien+1979,27,1,23.37742,7.9
the+hills+have+eyes+2006,27,1,18.960549,6.1
harry+potter+and+the+deathly+hallows+part+2+2011,10751,1,24.990737,7.9
despicable+me+2+2013,16,1,24.82355,7.0
poolhall+junkies+2002,35,0,6.670148,6.5
acapulco_+prima+spiaggia...+a+sinistra+1983,35,0,0.007963,7.8
waking+ned+1998,35,0,4.502687,7.4
the+pokrovsky+gates+1982,35,0,0.651047,6.5
fight+club+1999,18,0,63.869599,8.3
roger++me+1989,99,0,4.877009,7.4
secrets++lies+1996,18,0,11.223572,7.1
pinocchio+1940,16,0,14.202284,6.9
harry+and+walter+go+to+new+york+1976,80,0,1.345474,6.6
castle+in+the+sky+1986,12,0,11.061551,7.8
hellhounds+on+my+trail+the+afterlife+of+robert+johnson+2000,10402,0,0.008917,0.0
u.s.+marshals+1998,53,1,8.462364,6.2
mr.+arkadin+1955,80,0,4.358523,6.8
geronimo+an+american+legend+1993,36,0,4.653462,5.9
the+adventures+of+robin+hood+1938,28,0,10.685036,7.6
mammuth+2010,35,0,1.744295,5.9
the+killing+1956,18,0,10.223264,7.7
the+three+musketeers+1973,28,1,11.811966,6.8
battle+of+los+angeles+2011,878,0,7.987112,3.8
harry+potter+and+the+philosophers+stone+2001,12,1,38.187238,7.5
harry+potter+and+the+deathly+hallows+part+1+2010,12,1,23.300362,7.5
fight+club+1999,18,0,63.869599,8.3
shock+1946,18,0,1.501391,5.7
beauty+and+the+beast+1991,10749,1,23.433511,7.5
august+rush+2007,10751,0,8.874048,7.2
whip+it+2009,18,0,14.511442,6.7
its+a+bird+1930,0,0,0.110204,8.0
bad+eggs+2003,35,0,1.0044,5.1
the+mummy+1999,12,1,23.984065,6.6
the+hobbit+the+battle+of+the+five+armies+2014,28,1,31.718977,7.1
the+thin+man+goes+home+1945,35,1,5.650608,6.4
nausica+of+the+valley+of+the+wind+1984,12,0,11.267366,7.7
a+woman+of+paris+1923,18,0,1.74686,7.1
kalevala+-+uusi+aika+2013,36,0,0.07281,0.0
the+knot+2012,35,0,1.005983,3.4
the+dark+knight+rises+2012,28,1,20.58258,7.6
rushmore+1998,35,0,5.997054,7.5
stripes+1981,28,0,11.341505,6.5
one+hundred+and+one+dalmatians+1961,12,1,15.727519,6.8
shark+tale+2004,16,0,17.999273,5.8
aliens+1986,27,1,21.761179,7.7
speedway+1968,35,0,1.353461,5.3
man+in+the+saddle+1951,37,0,0.476306,5.6
one+flew+over+the+cuckoos+nest+1975,18,0,35.529554,8.3
sixteen+candles+1984,35,0,6.683723,6.9
the+virgin+suicides+1999,18,0,10.505387,7.1
gertie+the+dinosaur+1914,16,0,1.914726,6.7
gonzo+the+life+and+work+of+dr.+hunter+s.+thompson+2008,99,0,2.849605,7.2
within+the+woods+1978,27,0,1.657273,6.3
the+big+stampede+1932,28,0,0.247007,3.2
viva+maria+1965,12,0,4.753956,5.8
the+black+cauldron+1985,16,0,9.806685,6.5
doctor+who+the+time+of+the+doctor+2013,18,0,3.331914,8.4
guru+2007,18,0,2.925476,6.7
cops+1922,35,0,1.42553,6.9
nightcrawler+2014,80,0,21.277073,7.6
bolt+2008,16,0,15.580915,6.3
casino+royale+2006,12,1,23.065078,7.3
a+tale+of+two+sisters+2003,18,0,6.247028,7.0
lotto+land+1995,18,0,0.042365,7.0
harry+potter+and+the+half-blood+prince+2009,12,1,19.083723,7.4
the+gunman+2015,28,0,11.429831,5.5
philomena+2013,18,0,6.927182,7.4
prt--porter+1994,18,0,6.259433,5.3
cool+runnings+1993,35,0,8.30721,6.8
facing+the+truth+2002,18,0,1.179277,6.7
the+crime+of+padre+amaro+2002,18,0,2.195447,6.2
my+neighbor+totoro+1988,14,0,13.507299,8.0
big+hero+6+2014,12,0,213.849907,7.8
luther+2003,18,0,7.182909,6.6
ilo+ilo+2013,18,0,2.402615,6.6
the+hunters+1958,28,0,0.655544,4.8
inception+2010,28,0,29.108149,8.1
threads+1984,18,0,4.242601,7.9
the+contestant+2007,18,0,0.768621,4.6
the+secret+world+of+arrietty+2010,14,0,8.636052,7.4
the+hard+word+2002,28,0,1.129436,5.7
terminator+salvation+2009,28,1,16.507496,5.9
gladiator+2000,28,0,23.186667,7.9
the+dark+knight+2008,18,1,123.167259,8.3
games+1967,53,0,0.590414,6.0
transformers+age+of+extinction+2014,878,1,18.495599,5.8
what+we+do+in+the+shadows+2014,35,0,10.504198,7.4
halloween+resurrection+2002,27,1,8.502529,4.5
evangelion+1.0+you+are+not+alone+2007,16,1,6.592907,7.4
evidence+of+blood+1998,10770,0,0.287605,5.9
cant+help+singing+1944,10402,0,0.2644,8.5
how+to+train+your+dragon+2+2014,14,1,12.256689,7.6
the+devil+wears+prada+2006,35,0,13.102384,7.0
masquerade+in+vienna+1934,35,0,0.218456,4.2
fight+club+1999,18,0,63.869599,8.3
the+aviator+1985,18,0,0.825362,5.7
dark+horse+2005,35,0,2.571665,6.4
the+amazing+spider-man+2012,28,1,31.102267,6.5
family+viewing+1987,18,0,1.131486,5.7
diary+of+the+dead+2007,27,1,12.001324,5.4
dawn+of+the+planet+of+the+apes+2014,878,1,75.385211,7.3
la+notte+1961,18,1,3.872462,7.7
spellbound+1945,18,0,5.47596,7.3
trick+2010,35,0,0.625962,4.9
ice+princess+2005,18,0,9.313354,5.9
deep+in+the+woods+2000,27,0,3.037224,3.3
the+lone+ranger+1956,12,1,0.889869,6.1
chimes+at+midnight+1965,35,0,7.076799,6.8
invitation+to+the+dance+1956,10402,0,0.550932,6.0
we+are+the+best+2013,18,0,3.727996,6.9
the+imitation+game+2014,36,0,31.59594,8.0
seven+samurai+1954,28,0,15.01777,8.2
betrayal+1983,18,0,0.798206,6.4
insurgent+2015,12,1,27.887186,6.2
the+shawshank+redemption+1994,18,0,51.645403,8.5
tortilla+flat+1942,10749,0,0.822419,5.4
what+planet+are+you+from+2000,35,0,1.994868,5.4
the+lion+king+1994,10751,1,21.605761,8.0
on+thin+ice+2009,80,0,0.166984,0.0
a+clockwork+orange+1971,878,0,17.112594,8.0
whiplash+2014,18,0,64.29999,8.3
dallas+buyers+club+2013,18,0,14.785719,7.9
air+hawks+1935,28,0,0.460947,6.0
sleep+tight+2011,53,0,7.0713,7.0
castle+in+the+sky+1986,12,0,11.061551,7.8
untamed+heart+1993,35,0,3.704567,6.5
wheel+of+time+2003,99,0,0.572948,5.9
pulp+fiction+1994,53,0,140.950236,8.3
sleepless+in+seattle+1993,35,0,10.234919,6.5
bad+girl+island+2009,9648,0,1.013005,4.7
last+night+1998,10749,0,5.466969,7.0
the+lord+of+the+rings+the+fellowship+of+the+ring+2001,12,1,32.070725,8.0
star+wars+1977,12,1,42.149697,8.1
the+last+of+mrs.+cheyney+1937,10749,0,1.72531,7.0
the+bridal+party+in+hardanger+1926,18,0,0.001223,0.0
castle+in+the+sky+1986,12,0,11.061551,7.8
bobby+fischer+against+the+world+2011,99,0,2.234857,6.9
fantmas+in+the+shadow+of+the+guillotine+1913,80,1,0.791727,6.7
poetry+2010,18,0,2.706614,6.9
return+to+oz+1985,12,0,6.523262,6.6
batman+begins+2005,28,1,28.505341,7.5
alone+in+the+wilderness+2004,99,1,3.005198,8.0
anastasia+1997,16,0,11.911173,7.4
riley+rewind+2013,14,0,0.549689,7.1
straw+dogs+1971,80,0,6.632663,7.2
jewtopia+2012,35,0,3.74131,4.3
young+adam+2003,18,0,5.235419,5.9
reparando+2010,0,0,0.076471,7.0
the+cat+returns+2002,12,0,11.639023,7.2
avatar+2009,28,1,185.070892,7.2
fantastic+mr.+fox+2009,12,0,8.695893,7.5
eastern+promises+2007,53,0,9.897909,7.2
palo+alto+2014,18,0,7.261527,6.4
47+ronin+1994,28,0,0.886644,8.0
sunset+boulevard+1950,18,0,11.709777,8.2
close+encounters+of+the+third+kind+1977,878,0,10.610446,7.2
im+not+rappaport+1996,35,0,0.659056,6.2
the+thing+2011,27,1,10.169411,6.0
body+of+water+2011,53,0,0.52762,6.0
white+hell+of+pitz+palu+1929,18,0,0.239934,8.0
a+trip+down+the+river+1970,35,0,0.98832,7.8
rebirth+2011,99,0,0.37198,8.3
little+miss+sunshine+2006,35,0,5.320117,7.5
like+water+for+chocolate+1992,18,0,4.126083,6.6
a+dolls+house+1973,35,0,1.180514,5.6
kill+me+later+2001,18,0,0.563767,6.0
upstream+color+2013,18,0,8.003815,6.5
the+lego+movie+2014,12,1,16.418133,7.5
hot+rod+2007,28,0,6.117846,6.3
the+crimson+permanent+assurance+1983,28,0,1.400679,6.9
sherlock+holmes+2010,14,0,2.719197,5.5
ponyo+2008,16,0,8.470945,7.5
walle+2008,16,0,16.088366,7.8
lions+den+2008,18,0,1.220666,6.4
broadcast+news+1987,35,0,8.627019,6.8
borrowed+hearts+1997,18,0,1.307312,6.8
the+other+end+of+the+line+2008,35,0,3.438508,6.1
inglourious+basterds+2009,18,0,16.89564,7.9
watchmen+2009,28,0,16.551503,7.0
the+contractor+2007,28,0,3.013828,5.4
the+devil+wears+prada+2006,35,0,13.102384,7.0
the+dark+knight+rises+2012,28,1,20.58258,7.6
feast+2005,28,1,7.888988,6.1
the+agronomist+2003,99,0,0.250206,5.6
the+waiting+room+2004,18,0,0.209595,6.8
top+hat+1935,35,0,7.122093,7.4
paperback+romance+1994,10749,0,0.122025,6.5
1900+1976,18,0,6.317822,7.5
i+saw+the+sun+2009,18,0,0.82448,6.7
scarecrow+1973,18,0,12.288092,6.8
the+koumiko+mystery+1965,99,0,0.292845,7.0
hotel+rwanda+2004,18,0,10.262332,7.5
the+godfather+1972,18,1,41.109264,8.5
big+hero+6+2014,12,0,213.849907,7.8
midnight+in+paris+2011,14,0,11.43256,7.4
le+trou+1960,80,0,5.828566,8.2
oceans+eleven+2001,53,1,12.114932,7.2
stranded+ive+come+from+a+plane+that+crashed+on+the+mountains+2007,99,0,0.283513,8.0
sacrifice+2010,18,0,0.992235,6.2
jesse+stone+sea+change+2007,10770,1,2.908563,6.8
all+the+presidents+men+1976,18,0,12.421754,7.6
event+horizon+1997,27,0,11.335072,6.4
the+book+of+life+1998,35,0,0.684968,6.9
step+up+love+story+2000,16,0,0.318238,2.0
see+this+movie+2004,35,0,0.006019,0.0
delitto+al+ristorante+cinese+1981,80,1,0.098906,5.8
coraline+2009,16,0,16.639915,7.3
miracle+on+34th+street+1947,18,0,5.114032,7.4
the+women+2008,35,0,6.62363,4.6
the+village+2004,18,0,8.172707,6.2
falling+up+2009,35,0,13.313415,5.2
gladiator+2000,28,0,23.186667,7.9
in+the+fog+2012,18,0,1.951644,5.6
a+thousand+words+2012,18,0,5.446745,6.0
marina+abramovi+the+artist+is+present+2012,99,0,2.629961,7.5
the+sword+in+the+stone+1963,16,0,10.636458,6.9
the+lord+of+the+rings+the+fellowship+of+the+ring+2001,12,1,32.070725,8.0
the+secret+world+of+arrietty+2010,14,0,8.636052,7.4
deliverance+1972,18,0,8.476681,7.2
highway+racer+1977,0,0,0.125145,7.5
beauty+and+the+beast+1991,10749,1,23.433511,7.5
tracers+2015,28,0,9.056173,5.9
dumbo+1941,16,0,14.655879,6.8
le+cercle+rouge+1970,18,0,6.616907,7.6
the+zero+years+2005,18,0,0.283025,9.3
accidents+happen+2009,35,0,6.756741,6.2
kawa+2010,18,0,0.935171,5.0
the+hobbit+the+battle+of+the+five+armies+2014,28,1,31.718977,7.1
chicken+run+2000,16,0,11.834245,6.5
ulees+gold+1997,18,0,1.138972,6.5
coraline+2009,16,0,16.639915,7.3
the+walker+2007,80,0,12.717598,5.0
the+house+of+branching+love+2009,35,0,1.357815,6.5
life+for+sale+2011,0,0,0.369774,7.2
the+imitation+game+2014,36,0,31.59594,8.0
star+wars+1977,12,1,42.149697,8.1
one+man+band+2005,16,0,4.410709,7.2
the+bridges+at+toko-ri+1954,28,0,1.853113,5.9
the+lord+of+the+rings+the+return+of+the+king+2003,12,1,29.324358,8.1
the+little+mermaid+1989,16,1,17.496832,7.2
anchors+aweigh+1945,35,0,4.35038,6.3
se7en+1995,80,0,18.45743,8.1
harry+potter+and+the+goblet+of+fire+2005,12,1,24.903058,7.5
quiz+show+1994,36,0,7.772505,7.1
varan+the+unbelievable+1962,27,0,0.767422,4.3
the+spiders+-+the+diamond+ship+1920,12,1,0.315662,5.8
3+godfathers+1948,28,0,3.803268,6.1
the+chocolate+soldier+1941,10402,0,0.00118,0.0
dont+give+up+the+ship+1959,35,0,1.087132,6.1
the+go-between+1971,18,0,3.815323,6.2
ugly_+dirty+and+bad+1976,35,0,3.364908,7.2
the+terminator+1984,28,1,19.293562,7.4
dagon+2001,14,0,5.999625,6.4
harry+potter+and+the+prisoner+of+azkaban+2004,12,1,28.460276,7.7
ong-bak+the+thai+warrior+2003,28,1,7.89916,7.0
paradise+lost+2+revelations+2000,99,1,1.661741,7.2
bordello+of+blood+1996,27,1,3.450402,5.0
winter+in+wartime+2008,18,0,3.92107,6.8
princess+mononoke+1997,12,0,17.166725,8.2
old+men+in+new+cars+in+china+they+eat+dogs+ii+2002,28,1,4.003761,6.9
el+topo+1970,28,0,5.467355,7.4
my+darling+clementine+1946,18,0,8.869419,7.5
stage+door+1937,35,0,0.937566,6.2
surfs+up+2007,16,1,11.526339,5.9
love+bites+1993,27,0,0.851883,4.9
trees+lounge+1996,35,0,3.464286,6.7
how+to+train+your+dragon+2010,14,1,14.416681,7.5
a+close+shave+1995,10751,1,6.796858,7.5
avatar+2009,28,1,185.070892,7.2
the+truman+show+1998,35,0,13.155901,7.8
the+bridge+at+remagen+1969,28,0,3.425892,6.2
the+isle+2000,18,0,3.882092,6.9
frozen+2013,16,1,24.248243,7.3
reykjavik-rotterdam+2008,28,0,1.14599,5.8
harry+potter+and+the+deathly+hallows+part+1+2010,12,1,23.300362,7.5
the+boss+of+it+all+2006,35,0,4.066106,6.8
the+devil+wears+prada+2006,35,0,13.102384,7.0
lady+and+the+tramp+1955,10751,1,12.994387,6.9
the+music+man+1962,35,0,3.391161,6.7
forbidden+planet+1956,12,0,6.379966,7.2
tony+takitani+2004,18,0,1.429707,6.7
city+slickers+1991,28,1,7.334686,6.2
nightwing+1979,27,0,0.000844,5.8
the+fugitive+1993,12,1,10.08937,7.2
marie+kroyer+2012,18,0,0.805203,5.8
maleficent+2014,14,0,19.467404,7.0
29th+street+1991,35,0,1.04741,7.0
mad+monster+party+1967,35,0,2.151835,6.1
his+private+secretary+1933,35,0,0.795697,4.1
boys+2014,18,0,5.653371,7.5
derek+2008,99,0,0.466088,5.0
robots+2005,16,0,12.949715,6.0
love+ghost+2001,0,0,0.582263,5.8
never+say+never+again+1983,12,1,10.231985,5.8
greenwich+village+music+that+defined+a+generation+2013,0,0,0.116848,7.7
bicycle+thieves+1948,18,0,13.233136,8.0
welcome+to+the+dollhouse+1995,35,0,5.14056,6.9
untitled+2009,18,0,4.976918,6.6
journey+of+hope+1990,18,0,0.022568,7.7
a+separation+2011,18,0,7.939625,7.8
the+lucky+texan+1934,28,0,1.373484,3.9
the+goonies+1985,12,0,14.280703,7.4
inception+2010,28,0,29.108149,8.1
winged+migration+2001,99,0,3.68993,7.1
dil+se..+1998,18,0,1.891138,6.7
son+of+rambow+2007,35,0,7.391932,6.7
ivan+vasilyevich+changes+his+profession+1973,35,0,4.700685,7.8
the+bridges+of+madison+county+1995,18,0,5.951077,7.3
children+of+the+revolution+1996,35,0,1.129648,5.3
e.t.+the+extra-terrestrial+1982,878,0,19.358546,7.3
christopher+strong+1933,18,0,0.282898,5.8
angels+egg+1985,16,0,3.069495,7.7
kingdom+of+shadows+2015,99,0,0.14908,7.0
hyenas+1992,18,0,0.013026,7.3
gattaca+1997,53,0,12.89312,7.5
up+2009,16,0,19.330884,7.8
the+ten+2007,35,0,3.902162,4.9
the+babymakers+2012,35,0,4.001946,5.0
the+holy+innocents+1984,18,0,1.207703,7.6
contract+killer+1998,28,0,9.571939,6.2
christmas+comes+but+once+a+year+1936,0,0,0.109407,7.0
ginger+snaps+2+unleashed+2004,18,1,3.523822,6.2
the+corridor+1994,18,0,0.478934,4.8
superman+unbound+2013,16,0,7.389122,6.6
the+mummy+1999,12,1,23.984065,6.6
the+big+brawl+1980,28,0,3.298877,5.9
big+fella+1937,0,0,0.444746,8.0
akira+1988,878,0,10.888917,7.8
a+delicate+balance+1973,18,0,0.09179,6.0
the+little+matchgirl+2006,18,0,3.529071,7.3
the+shining+1980,27,0,19.611589,8.1
the+godfather+1972,18,1,41.109264,8.5
feed+2005,9648,0,5.628521,5.7
mr.+moto+in+danger+island+1939,80,1,0.224115,6.5
the+devil+wears+prada+2006,35,0,13.102384,7.0
the+man+who+knew+too+much+1956,12,0,12.547763,7.3
the+hurricane+1999,18,0,5.716009,7.2
a+man+there+was+1917,18,0,1.322761,6.6
born+to+be+wild+2011,99,0,2.92387,7.2
living+in+oblivion+1995,18,0,10.058329,7.2
the+dark+knight+2008,18,1,123.167259,8.3
bomber+1982,28,0,3.366866,6.3
shrek+2001,12,1,17.987728,7.3
the+equalizer+2014,53,0,17.618057,7.1
se7en+1995,80,0,18.45743,8.1
the+book+of+eli+2010,28,0,14.39853,6.6
gaslight+1940,53,0,1.102931,7.1
three+colors+blue+1993,18,1,8.843517,7.7
the+hidden+face+2011,53,0,9.412493,7.3
future+cops+1993,28,0,1.16345,5.9
the+lion+king+1994,10751,1,21.605761,8.0
kelly++cal+2014,18,0,2.401406,5.9
ong-bak+the+thai+warrior+2003,28,1,7.89916,7.0
true+lies+1994,28,0,11.396099,6.8
plutos+christmas+tree+1952,16,0,1.163695,7.0
how+much+do+you+love+me+2005,35,0,6.599255,5.5
transporter+2+2005,28,1,11.359659,6.2
hollow+reed+1996,18,0,0.261217,6.8
ratatouille+2007,16,0,20.50803,7.5
prom+night+in+mississippi+2009,99,0,0.737666,8.3
alphabet+city+1984,80,0,1.35099,3.9
komedia+malzenska+1994,0,0,0.001177,0.0
harry+potter+and+the+deathly+hallows+part+1+2010,12,1,23.300362,7.5
guardians+of+the+galaxy+2014,28,1,53.291601,7.9
jim+jefferies+bare+2014,35,0,1.62502,7.7
jaws+1975,27,1,19.726114,7.5
ong-bak+the+thai+warrior+2003,28,1,7.89916,7.0
crossworlds+1996,28,0,3.114883,4.6
interstellar+2014,12,0,32.213481,8.1
chicken+little+2005,16,0,18.584609,5.6
mirrormask+2005,14,0,5.354783,6.6
dragon+ball+z+broly+-+second+coming+1994,28,1,6.12929,6.5
one+flew+over+the+cuckoos+nest+1975,18,0,35.529554,8.3
miserere+2013,53,0,2.237861,6.2
fellini+satyricon+1969,18,0,4.214637,7.0
frankenstein+1931,18,1,8.091603,7.3
...and+justice+for+all+1979,80,0,6.291512,7.1
barfi+2012,18,0,3.779077,7.2
sixteen+candles+1984,35,0,6.683723,6.9
letter+from+an+unknown+woman+1948,18,0,2.955531,8.1
the+road+to+el+dorado+2000,12,0,8.755188,7.0
the+little+mermaid+1989,16,1,17.496832,7.2
toy+story+2+1999,16,1,17.547693,7.3
hellboy+ii+the+golden+army+2008,12,1,11.928661,6.5
the+worlds+end+2013,35,0,9.830382,6.7
teen+spirit+2007,35,0,0.190335,3.8
big+trouble+in+little+china+1986,28,0,11.109932,7.1
my+neighbor+totoro+1988,14,0,13.507299,8.0
the+avengers+2012,878,1,89.887648,7.4
in+this+world+2002,18,0,0.907637,6.3
sleeping+beauty+1959,14,0,14.276169,6.8
spider-man+3+2007,14,1,27.614265,5.9
babies+2010,99,0,2.667622,7.0
one+hundred+and+one+dalmatians+1961,12,1,15.727519,6.8
our+folks+1967,35,1,0.92235,7.6
the+chronicles+of+narnia+the+lion_+the+witch+and+the+wardrobe+2005,12,1,18.13542,6.7
brighton+rock+1947,18,0,2.353181,7.7
a+fistful+of+dollars+1964,37,1,12.429704,7.6
the+lost+boys+1987,27,1,9.099731,6.8
little+white+lies+2010,35,0,7.594334,7.1
the+hearts+of+age+1934,0,0,0.179142,5.0
education+for+death+1943,16,0,1.008346,7.1
the+cat+returns+2002,12,0,11.639023,7.2
girl+crazy+1943,35,0,0.743598,7.5
the+incredibles+2004,28,1,22.220214,7.4
walle+2008,16,0,16.088366,7.8
it++happens+every+spring+1949,35,0,0.208891,6.5
two+lives+2012,18,0,2.793306,6.3
an+american+crime+2007,80,0,7.478007,7.3
the+promotion+2008,35,0,5.916489,5.4
best+of+the+badmen+1951,37,0,0.981432,6.5
la+morte+rouge+2006,0,0,0.342814,5.5
finding+nemo+2003,16,1,25.497794,7.6
crisis+behind+a+presidential+commitment+1963,99,0,0.183471,7.8
the+sunset+limited+2011,18,0,4.470133,7.1
looking+for+hortense+2012,18,0,0.742452,5.2
the+saint+1997,53,1,10.97633,5.9
howls+moving+castle+2004,14,0,16.136048,8.2
the+spy+in+black+1939,53,0,1.381515,5.5
psycho+beach+party+2000,35,0,3.898441,6.0
pajama+party+1964,35,1,0.297137,6.3
shrek+2+2004,12,1,16.22986,6.7
the+shining+1980,27,0,19.611589,8.1
